id,package_name,version,depends,predepends,description
1763,libqt4-xmlpatterns,4:4.8.5+git192-g085f851+dfsg-2ubuntu4," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqt4-network (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libqtcore4 (= 4:4.8.5+git192-g085f851+dfsg-2ubuntu4), libstdc++6 (>= 4.1.1)",multiarch-support,Qt 4 XML patterns module
1764,libpod-latex-perl,0.61-1, perl,,module to convert Pod data to formatted LaTeX
1765,libcolord1,1.0.6-1," libc6 (>= 2.4), libglib2.0-0 (>= 2.37.3), liblcms2-2 (>= 2.5)",multiarch-support,system service to manage device colour profiles -- runtime
1766,rpm,4.11.1-3ubuntu0.1," libc6 (>= 2.17), libelf1 (>= 0.131), libpopt0 (>= 1.14), librpm3 (>= 4.10.0), librpmbuild3 (>= 4.10.0), librpmio3 (>= 4.10.0), librpmsign1 (>= 4.10.0), perl, rpm2cpio, debugedit (= 4.11.1-3ubuntu0.1), rpm-common (= 4.11.1-3ubuntu0.1)",,package manager for RPM
1767,libmnl0,1.0.3-3ubuntu1, libc6 (>= 2.14),multiarch-support,minimalistic Netlink communication library
1768,account-plugin-salut,3.8.6-0ubuntu9.1," empathy (= 3.8.6-0ubuntu9.1), telepathy-salut, mcp-account-manager-uoa, unity-asset-pool (>> 0.8.24daily13.03.20.1)",,Messaging account plugin for Local XMPP (Salut)
1769,libdbusmenu-qt2,0.9.3+14.04.20140314-0ubuntu1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libqt4-dbus (>= 4:4.5.3), libqtcore4 (>= 4:4.7.0~beta1), libqtgui4 (>= 4:4.7.0~beta2), libstdc++6 (>= 4.1.1)",multiarch-support,Qt implementation of the DBusMenu protocol
1770,tree,1.6.0-1, libc6 (>= 2.4),,"displays directory tree, in color"
1771,bash,4.3-7ubuntu1," base-files (>= 2.1.12), debianutils (>= 2.15)","dash (>= 0.5.5.1-2.2), libc6 (>= 2.15), libtinfo5",GNU Bourne Again SHell
1772,libdbusmenu-qt5,0.9.3+14.04.20140314-0ubuntu1," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",multiarch-support,Qt5 implementation of the DBusMenu protocol
1773,libpcre3-dev,1:8.31-2ubuntu2.3," libc6-dev, libpcre3 (= 1:8.31-2ubuntu2.3), libpcrecpp0 (= 1:8.31-2ubuntu2.3)",,Perl 5 Compatible Regular Expression Library - development files
1774,make,3.81-8.2ubuntu3, libc6 (>= 2.17),,An utility for Directing compilation.
1775,libapparmor-perl,2.8.95~2430-0ubuntu5," perl-base (>= 5.18.2-2ubuntu1), perlapi-5.18.2, libapparmor1 (>= 2.8.94-0ubuntu1), libc6 (>= 2.14)",,AppArmor library Perl bindings
1776,util-linux,2.20.1-5.1ubuntu20.1," lsb-base (>= 3.0-6), tzdata (>= 2006c-2), dpkg (>= 1.15.4) | install-info, debconf (>= 0.5) | debconf-2.0, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)","libblkid1 (>= 2.20.1), libc6 (>= 2.15), libncurses5 (>= 5.5-5~), libselinux1 (>= 1.32), libslang2 (>= 2.2.4), libtinfo5, libuuid1 (>= 2.16), zlib1g (>= 1:1.1.4)",Miscellaneous system utilities
1777,libgmp10,2:5.1.3+dfsg-1ubuntu1, libc6 (>= 2.14),multiarch-support,Multiprecision arithmetic library
1778,liblouis-data,2.5.3-2ubuntu1,,,Braille translation library - data
1779,libtext-levenshtein-perl,0.06~01-2, perl,,implementation of the Levenshtein edit distance
1780,patchutils,0.3.2-3," libc6 (>= 2.14), perl, patch, debianutils (>= 1.16)",,Utilities to work with patches
1781,libhunspell-1.3-0,1.3.2-6ubuntu2," libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",multiarch-support,spell checker and morphological analyzer (shared library)
1782,gir1.2-vte-2.90,1:0.34.9-1ubuntu1," gir1.2-gtk-3.0, gir1.2-pango-1.0, libvte-2.90-9 (>= 1:0.34.2)",,GObject introspection data for the VTE library
1783,xdiagnose,3.6.3build2," sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), python3:any (>= 3.3.2-2~), python, python3-gi (>= 3.2.0-3), gir1.2-gtk-3.0, python3-apport, librsvg2-2, librsvg2-common, policykit-1",,X.org diagnosis tool
1784,speech-dispatcher,0.8-5ubuntu1," adduser, lsb-base (>= 3.0-10), speech-dispatcher-audio-plugins (= 0.8-5ubuntu1), libc6 (>= 2.16), libdotconf0 (>= 1.0.13), libespeak1 (>= 1.30), libglib2.0-0 (>= 2.35.9), libltdl7 (>= 2.4.2), libspeechd2 (>= 0.7.1)",,Common interface to speech synthesizers
1785,libxcursor1,1:1.1.14-1," libc6 (>= 2.14), libx11-6 (>= 2:1.4.99.1), libxfixes3, libxrender1",multiarch-support,X cursor management library
1786,p11-kit-modules,0.20.2-2ubuntu2," libc6 (>= 2.16), libtasn1-6 (>= 3.4-0), libp11-kit0 (= 0.20.2-2ubuntu2)",,p11-glue proxy and trust modules
1787,fcitx-frontend-all,1:4.2.8.3-3-1cdos1,,,Flexible Input Method Framework - frontends metapackage
1788,xfonts-utils,1:7.7+1," libc6 (>= 2.14), libfontenc1, libfreetype6 (>= 2.2.1), libxfont1 (>= 1:1.4.2), zlib1g (>= 1:1.1.4), x11-common, xfonts-encodings",,X Window System font utility programs
1789,update-manager,1:0.196.12," python3, python3:any (>= 3.3.2-2~), dconf-gsettings-backend | gsettings-backend, update-manager-core (= 1:0.196.12), python3-aptdaemon.gtk3widgets (>= 0.40) | synaptic, policykit-1, python3-dbus, python3-gi (>= 3.8), gir1.2-vte-2.90, gir1.2-gtk-3.0, ubuntu-release-upgrader-gtk, update-notifier, policykit-1-gnome | policykit-1-kde | lxpolkit | mate-polkit | razorqt-policykit-agent",,GNOME application that manages apt updates
1790,unity-lens-friends,0.1.3+14.04.20140317-0ubuntu1," libaccounts-glib0 (>= 1.0), libc6 (>= 2.2.5), libdee-1.0-4 (>= 1.0.2), libfriends0 (>= 0.1.0), libgee2 (>= 0.5.0), libglib2.0-0 (>= 2.28.0), libunity9 (>= 7.0.9+13.10.20130723), friends (>= 0.1.3)",,Friends scope for unity
1791,libmeanwhile1,1.0.2-4.1ubuntu1," libc6 (>= 2.14), libglib2.0-0 (>= 2.24.0)",,open implementation of the Lotus Sametime Community Client protocol
1792,libgbm1,10.1.3-0ubuntu0.1," libc6 (>= 2.14), libdrm2 (>= 2.4.3), libgl1-mesa-dri, libwayland-client0 (>= 1.2.0), libwayland-server0 (>= 1.2.0), libxcb-dri2-0, libxcb1, libudev1 | libudev0",multiarch-support,generic buffer management API -- runtime
1793,qtchooser,39-g4717841-3," libc6 (>= 2.4), libgcc1 (>= 1:4.1.1), libstdc++6 (>= 4.1.1)",,Wrapper to select between Qt development binary versions
1794,liblist-moreutils-perl,0.33-1build3," perl (>= 5.18.1-4), perlapi-5.18.1, libc6 (>= 2.2.5)",,Perl module with additional list functions not found in List::Util
1795,avahi-daemon,0.6.31-4ubuntu1," libavahi-common3 (>= 0.6.16), libavahi-core7 (>= 0.6.24), libc6 (>= 2.14), libcap2 (>= 2.10), libdaemon0 (>= 0.13), libdbus-1-3 (>= 1.1.1), libexpat1 (>= 2.0.1), init-system-helpers (>= 1.13~), upstart (>= 0.6.7-4), adduser, dbus (>= 1.2.16-0ubuntu3), lsb-base (>= 3.0-6), bind9-host | host",,Avahi mDNS/DNS-SD daemon
1796,lame,3.99.5+repack1-3ubuntu1," libc6 (>= 2.14), libmp3lame0, libtinfo5",,MP3 encoding library (frontend)
1797,po-debconf,1.0.16+nmu2ubuntu1," perl, gettext (>= 0.16), intltool-debian (>= 0.34.2+20060512)",,tool for managing templates file translations with gettext
1798,libisccfg90,1:9.9.5.dfsg-3," libc6 (>= 2.4), libdns100, libisc95, libisccc90",,Config File Handling Library used by BIND
1799,rhythmbox-plugin-cdrecorder,3.0.2-0ubuntu2," libbrasero-media3-1 (>= 3.0.0), libc6 (>= 2.2.5), libglib2.0-0 (>= 2.34.0), libgtk-3-0 (>= 3.6.0), librhythmbox-core8 (>= 3.0), rhythmbox (= 3.0.2-0ubuntu2)",,burning plugin for rhythmbox music player
1800,mysql-server-core-5.5,5.5.49-0ubuntu0.14.04.1," libaio1 (>= 0.3.93), libc6 (>= 2.17), libstdc++6 (>= 4.1.1), libwrap0 (>= 7.6-4~), zlib1g (>= 1:1.2.0)",,MySQL database server binaries
1801,libreoffice-draw,1:4.2.4-0ubuntu2," libreoffice-core (= 1:4.2.4-0ubuntu2), libavahi-client3 (>= 0.6.16), libavahi-common3 (>= 0.6.16), libc6 (>= 2.14), libcdr-0.0-0, libdbus-1-3 (>= 1.0.2), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.15.0), libmspub-0.0-0, libstdc++6 (>= 4.6), libvisio-0.0-0 (>= 0.0.18), libwpd-0.9-9, libwpg-0.2-2, uno-libs3 (>= 4.1.0~alpha), ure, zlib1g (>= 1:1.1.4)",,office productivity suite -- drawing
1802,qtdeclarative5-localstorage-plugin,5.2.1-3ubuntu15.1," libqt5sql5-sqlite, libc6 (>= 2.14), libqt5core5a (>= 5.0.2), libqt5qml5 (>= 5.2.0+gitcb78684a), libqt5sql5 (>= 5.0.2), libstdc++6 (>= 4.1.1), qtdeclarative-abi-5-2-1",multiarch-support,Qt 5 localstorage QML plugin
1803,gstreamer0.10-x,0.10," libc6 (>= 2.14), libcairo2 (>= 1.2.4), libglib2.0-0 (>= 2.31.8), libgstreamer0.10-0 (>= 0.10.36), libpango-1.0-0 (>= 1.18.0), libpangocairo-1.0-0 (>= 1.16.0), libx11-6, libxext6, libxv1, libgstreamer-plugins-base0.10-0 (>= 0.10.36)",,GStreamer plugins for X11 and Pango
1804,ubuntu-minimal,1.325," adduser, apt, apt-utils, bzip2, console-setup, debconf, debconf-i18n, eject, gnupg, ifupdown, initramfs-tools, iproute2, iputils-ping, isc-dhcp-client, kbd, kmod, less, locales, lsb-release, makedev, mawk, net-tools, netbase, netcat-openbsd, ntpdate, passwd, procps, python3, resolvconf, rsyslog, sudo, tzdata, ubuntu-keyring, udev, upstart, ureadahead, vim-tiny, whiptail",,Minimal core of Ubuntu
1805,python-distlib-whl,0.1.8-1ubuntu1,,,low-level components of python distutils2/packaging
1806,popularity-contest,1.57ubuntu1," debconf (>= 0.5) | debconf-2.0, dpkg (>= 1.10)",debconf (>= 1.5.34) | cdebconf (>= 0.106),Vote for your favourite packages automatically
1807,libgucharmap-2-90-7,1:3.10.1-0ubuntu2," libatk1.0-0 (>= 1.12.4), libc6 (>= 2.4), libcairo2 (>= 1.10.0), libglib2.0-0 (>= 2.37.3), libgtk-3-0 (>= 3.4.0), libpango-1.0-0 (>= 1.18.0), libpangocairo-1.0-0 (>= 1.14.0)",,Unicode browser widget library (shared library)
1808,apparmor,2.8.95~2430-0ubuntu5," libc6 (>= 2.14), debconf (>= 0.5) | debconf-2.0, python3, libapparmor-perl, lsb-base, initramfs-tools, debconf",,User-space parser utility for AppArmor
1809,libpwquality1,1.2.3-1ubuntu1," libc6 (>= 2.14), libcrack2 (>= 2.8.12), libpwquality-common",multiarch-support,library for password quality checking and generation
1810,hplip,3.14.3-0ubuntu3.2," libc6 (>= 2.14), libcups2 (>= 1.6.0), libdbus-1-3 (>= 1.0.2), libhpmud0 (= 3.14.3-0ubuntu3.2), libsane (>= 1.0.11-3), libsane-hpaio (= 3.14.3-0ubuntu3.2), hplip-data (= 3.14.3-0ubuntu3.2), printer-driver-hpcups (= 3.14.3-0ubuntu3.2), python (>= 2.7), python (<< 2.8), python-dbus (>= 0.80), python-imaging, python-pexpect, python-reportlab, coreutils (>= 5.1.0), lsb-base (>= 3), adduser (>= 3.34), cups (>= 1.1.20), policykit-1, python-gobject-2, wget",,HP Linux Printing and Imaging System (HPLIP)
1811,libfontenc1,1:1.1.2-1," libc6 (>= 2.14), zlib1g (>= 1:1.1.4)",multiarch-support,X11 font encoding library
1812,unity-lens-music,6.9.0+13.10.20131011-0ubuntu1," libc6 (>= 2.4), libdee-1.0-4 (>= 1.0.2), libgee2 (>= 0.5.0), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libsqlite3-0 (>= 3.5.9), libtdb1 (>= 1.2.7+git20101214), libunity9 (>= 7.0.0daily13.05.31ubuntu.unity.next)",,Music lens for unity
1813,libreoffice-help-en-us,1:4.2.4-0ubuntu2," libreoffice-l10n-en-us, libreoffice-writer | language-support-translations-en",,office productivity suite -- English_american help
1814,rsyslog,7.4.4-1ubuntu2," libc6 (>= 2.17), libestr0 (>= 0.1.4), libjson-c2 (>= 0.10), libuuid1 (>= 2.16), zlib1g (>= 1:1.1.4), init-system-helpers (>= 1.13~), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), lsb-base (>= 4.1+Debian3), initscripts (>= 2.88dsf-13.3), adduser, ucf",,reliable system and kernel logging daemon
1815,cpio,2.11+dfsg-1ubuntu1, libc6 (>= 2.17),,GNU cpio -- a program to manage archives of files
1816,libcheese7,3.10.2-0ubuntu2," libc6 (>= 2.4), libclutter-gst-2.0-0 (>= 0.10.0), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgstreamer-plugins-base1.0-0 (>= 1.0.0), libgstreamer1.0-0 (>= 1.0.0), libgudev-1.0-0 (>= 146), cheese-common (= 3.10.2-0ubuntu2), gstreamer1.0-clutter, gstreamer1.0-plugins-base (>= 0.11.0), gstreamer1.0-plugins-good (>= 0.11.0), gstreamer1.0-x",multiarch-support,tool to take pictures and videos from your webcam - base library
1817,powermgmt-base,1.31build1," udev | makedev, libc6 (>= 2.3.4), module-init-tools",,Common utils and configs for power management
1818,network-manager-gnome,0.9.8.8-0ubuntu4.2," gconf-service, libappindicator3-1 (>= 0.4.90), libatk1.0-0 (>= 1.12.4), libc6 (>= 2.14), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.88), libgconf-2-4 (>= 2.31.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgnome-bluetooth11 (>= 2.91.2), libgnome-keyring0 (>= 3.2.2-2~), libgtk-3-0 (>= 3.0.0), libmm-glib0 (>= 0.7.991), libnm-glib-vpn1 (>= 0.7.999), libnm-glib4 (>= 0.9.1.90+git.20111206t233146.dff0d2a), libnm-gtk0 (= 0.9.8.8-0ubuntu4.2), libnm-util2 (>= 0.9.6.0+git201212071413.8a9759a), libnotify4 (>= 0.7.0), libsecret-1-0 (>= 0.7), dconf-gsettings-backend | gsettings-backend, network-manager (>= 0.9.8), policykit-1-gnome, gnome-icon-theme, dbus-x11",,network management framework (GNOME frontend)
1819,libstdc++6,4.8.2-19ubuntu1," gcc-4.8-base (= 4.8.2-19ubuntu1), libc6 (>= 2.17), libgcc1 (>= 1:4.1.1)",multiarch-support,GNU Standard C++ Library v3
1820,libvisual-0.4-plugins,0.4.0.dfsg.1-7build1," libasound2 (>= 1.0.16), libc6 (>= 2.4), libgcc1 (>= 1:4.1.1), libgl1-mesa-glx | libgl1, libglu1-mesa | libglu1, libstdc++6 (>= 4.1.1), libvisual-0.4-0 (>= 0.4.0-4)",,Audio visualization framework plugins
1821,libpcsclite1,1.8.10-1ubuntu1, libc6 (>= 2.15),multiarch-support,Middleware to access a smart card using PC/SC (library)
1822,libatkmm-1.6-1,2.22.7-2ubuntu1," libatk1.0-0 (>= 1.12.4), libgcc1 (>= 1:4.1.1), libglib2.0-0 (>= 2.16.0), libglibmm-2.4-1c2a (>= 2.36.2), libsigc++-2.0-0c2a (>= 2.0.2), libstdc++6 (>= 4.1.1)",multiarch-support,C++ wrappers for ATK accessibility toolkit (shared libraries)
1823,python-pip-whl,1.5.4-1ubuntu4," python-chardet-whl, python-colorama-whl, python-distlib-whl, python-html5lib-whl, python-requests-whl, python-setuptools-whl, python-six-whl, python-urllib3-whl",,alternative Python package installer
1824,x11-xfs-utils,7.7+1," libc6 (>= 2.4), libfs6, libx11-6",,X font server utilities
1825,zip,3.0-8," libbz2-1.0, libc6 (>= 2.14)",,Archiver for .zip files
1826,nautilus-sendto,3.6.1-2ubuntu1," libc6 (>= 2.14), libdbus-glib-1-2 (>= 0.78), libebook-1.2-14 (>= 3.5.91), libebook-contacts-1.2-0 (>= 3.7.90), libedataserver-1.2-18 (>= 3.5.91), libgdk-pixbuf2.0-0 (>= 2.22.0), libglib2.0-0 (>= 2.37.3), libgssdp-1.0-3 (>= 0.12.0), libgtk-3-0 (>= 3.0.0), libgupnp-1.0-4 (>= 0.18.0), libpango-1.0-0 (>= 1.14.0), dconf-gsettings-backend | gsettings-backend, nautilus (>= 1:2.91)",,integrates Evolution and Pidgin into the Nautilus file manager
1827,apport,2.14.1-0ubuntu3.2," python3, python3-apport (>= 2.14.1-0ubuntu3.2), lsb-base (>= 3.0-6), python3-gi, gir1.2-glib-2.0 (>= 1.29.17), sysv-rc (>= 2.86.ds1-14.1ubuntu2), sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16)",,automatically generate crash reports for debugging
1828,iputils-arping,3:20121221-4ubuntu1.1," libc6 (>= 2.14), libcap2 (>= 2.10)",,Tool to send ICMP echo requests to an ARP address
1829,libmpfr4,3.1.2-1," libc6 (>= 2.14), libgmp10",multiarch-support,multiple precision floating-point computation
1830,hardening-includes,2.5ubuntu2," perl, make, binutils",,Makefile for enabling compiler flags for security hardening
1831,libreoffice-calc,1:4.2.4-0ubuntu2," libreoffice-base-core (= 1:4.2.4-0ubuntu2), libreoffice-core (= 1:4.2.4-0ubuntu2), libc6 (>= 2.14), libgcc1 (>= 1:4.1.1), libicu52 (>= 52~m1-1~), liborcus-0.6-0, libstdc++6 (>= 4.6), libxml2 (>= 2.7.4), uno-libs3 (>= 4.2.0~rc1), ure",,office productivity suite -- spreadsheet
1832,pulseaudio,1:4.0-0ubuntu11," libasound2 (>= 1.0.24.1), libc6 (>= 2.15), libcap2 (>= 2.10), libdbus-1-3 (>= 1.1.1), libfftw3-single3, libltdl7 (>= 2.4.2), liborc-0.4-0 (>= 1:0.4.18), libpulse0 (= 1:4.0-0ubuntu11), libsamplerate0 (>= 0.1.7), libsndfile1 (>= 1.0.20), libspeexdsp1 (>= 1.2~beta3.2-1), libsystemd-login0 (>= 31), libtdb1 (>= 1.2.7+git20101214), libudev1 (>= 183), libx11-6, libx11-xcb1, sysv-rc (>= 2.88dsf-24) | file-rc (>= 0.8.16), adduser, lsb-base (>= 3.2-13), libpam-systemd, udev (>= 143), libasound2-plugins",,PulseAudio sound server
1833,isc-dhcp-client,4.2.4-7ubuntu12," libc6 (>= 2.15), debianutils (>= 2.8.2), isc-dhcp-common (= 4.2.4-7ubuntu12), iproute2",,ISC DHCP client
1834,ca-certificates,20130906ubuntu2," openssl (>= 1.0.0), debconf (>= 0.5) | debconf-2.0",,Common CA certificates
1835,libreoffice-core,1:4.2.4-0ubuntu2," fontconfig, fonts-opensymbol, libreoffice-common (>> 1:4.2.4), ure (>= 4.2~), lp-solve (>= 5.5.0.13-5+b1), gconf-service, libatk1.0-0 (>= 1.12.4), libboost-date-time1.54.0, libc6 (>= 2.16), libcairo2 (>= 1.2.4), libclucene-contribs1 (>= 2.3.3.4), libclucene-core1 (>= 2.3.3.4), libcmis-0.4-4 (>= 0.4.0), libcups2 (>= 1.4.0), libcurl3-gnutls (>= 7.16.2), libdbus-1-3 (>= 1.0.2), libdbus-glib-1-2 (>= 0.78), libexpat1 (>= 2.0.1), libexttextcat-2.0-0 (>= 2.2-8), libfontconfig1 (>= 2.9.0), libfreetype6 (>= 2.3.5), libgcc1 (>= 1:4.1.1), libgconf-2-4 (>= 2.31.1), libgdk-pixbuf2.0-0 (>= 2.22.0), libgl1-mesa-glx | libgl1, libglib2.0-0 (>= 2.15.0), libglu1-mesa | libglu1, libgraphite2-3 (>= 1.2.2), libgtk2.0-0 (>= 2.24.0), libharfbuzz-icu0 (>= 0.9.18), libharfbuzz0b (>= 0.9.18), libhunspell-1.3-0, libhyphen0 (>= 2.7.1), libice6 (>= 1:1.0.0), libicu52 (>= 52~m1-1~), libjpeg8 (>= 8c), liblangtag1 (>= 0.4.0), liblcms2-2 (>= 2.2+git20110628), libldap-2.4-2 (>= 2.4.7), libmythes-1.2-0, libneon27-gnutls, libnspr4 (>= 2:4.9-2~) | libnspr4-0d (>= 1.8.0.10), libnss3 (>= 2:3.13.4-2~) | libnss3-1d (>= 3.12.0~1.9b1), libpango-1.0-0 (>= 1.14.0), libpangocairo-1.0-0 (>= 1.14.0), libpangoft2-1.0-0 (>= 1.14.0), libpng12-0 (>= 1.2.13-4), libsm6, libstdc++6 (>= 4.6), libx11-6, libxext6, libxinerama1, libxml2 (>= 2.7.4), libxrandr2, libxrender1, libxslt1.1 (>= 1.1.25), libxt6, uno-libs3 (>= 4.2.0~rc1), zlib1g (>= 1:1.1.4), librdf0 (>= 1.0.17)",,office productivity suite -- arch-dependent files
1836,update-notifier-common,0.154.1," python, python3:any, python-apt (>= 0.6.12), python3-apt, python-debian, debconf, patch",dpkg (>= 1.15.7.2),Files shared between update-notifier and other packages
1837,strace,4.8-1ubuntu5, libc6 (>= 2.15),,A system call tracer
1838,gvfs-fuse,1.20.1-1ubuntu1," libc6 (>= 2.2.5), libfuse2 (>= 2.8.1), libglib2.0-0 (>= 2.37.0), gvfs (= 1.20.1-1ubuntu1), fuse (>= 2.8.4)",,userspace virtual filesystem - fuse server
1839,vim-tiny,2:7.4.052-1ubuntu3," vim-common (= 2:7.4.052-1ubuntu3), libacl1 (>= 2.2.51-8), libc6 (>= 2.15), libselinux1 (>= 1.32), libtinfo5",,Vi IMproved - enhanced vi editor - compact version
1840,printer-driver-pnm2ppa,1.13+nondbs-0ubuntu4," libc6 (>= 2.14), debconf (>= 0.5) | debconf-2.0, ghostscript",,printer driver for HP-GDI printers
1841,libwebp5,0.4.0-4, libc6 (>= 2.14),multiarch-support,Lossy compression of digital photographic images.
1842,python-debian,0.1.21+nmu2ubuntu2," python (>= 2.7), python (<< 2.8), python:any (>= 2.7.1-0ubuntu2), python-six, python-chardet",,Python modules to work with Debian-related data formats
1843,gir1.2-udisks-2.0,2.1.3-1," gir1.2-glib-2.0, libudisks2-0 (>= 2.1.1)",,GObject based library to access udisks2 - introspection data
1844,python3-urllib3,1.7.1-1build1," python3:any (>= 3.3.2-2~), python3-six",,HTTP library with thread-safe connection pooling for Python3
1845,xorg-docs-core,1:1.7-1,,,Core documentation for the X.org X Window System
1846,mysql-server,5.5.49-0ubuntu0.14.04.1, mysql-server-5.5,,MySQL database server (metapackage depending on the latest version)
1847,xserver-xorg-video-ati,1:7.3.0-1ubuntu3.1," libc6 (>= 2.2.5), libpciaccess0, xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902), xserver-xorg-video-glamoregl, xserver-xorg-video-r128, xserver-xorg-video-mach64, xserver-xorg-video-radeon",,X.Org X server -- AMD/ATI display driver wrapper
1848,xserver-xorg-video-siliconmotion,1:1.7.7-2build1," libc6 (>= 2.14), xorg-video-abi-15, xserver-xorg-core (>= 2:1.14.99.902)",,X.Org X server -- SiliconMotion display driver
1849,binutils,2.24-5ubuntu3," libc6 (>= 2.14), zlib1g (>= 1:1.2.0)",,"GNU assembler, linker and binary utilities"
1850,gir1.2-appindicator3-0.1,12.10.1+13.10.20130920-0ubuntu4," gir1.2-glib-2.0, gir1.2-gtk-3.0, libappindicator3-1 (>= 0.4.90)",,Typelib files for libappindicator3-1.
1851,libufe-xidgetter0,3.0.0+14.04.20140416-0ubuntu1, libgtk2.0-0 (>= 2.24.0),multiarch-support,Firefox extension: Unity Integration
1852,ssh-import-id,3.21-0ubuntu1," ca-certificates, openssh-client, python-requests (>= 1.1.0), wget, python (>= 2.7), python (<< 2.8)",,securely retrieve an SSH public key and install it locally
1853,php5-mysql,5.5.9+dfsg-1ubuntu4.18," libc6 (>= 2.14), libmysqlclient18 (>= 5.5.24+dfsg-1), phpapi-20121212, php5-common (= 5.5.9+dfsg-1ubuntu4.18), ucf",dpkg (>= 1.15.7.2~),MySQL module for php5
1854,gstreamer0.10-alsa,0.10," libasound2 (>= 1.0.16), libc6 (>= 2.14), libglib2.0-0 (>= 2.31.8), libgstreamer0.10-0 (>= 0.10.36), libgstreamer-plugins-base0.10-0 (>= 0.10.36)",,GStreamer plugin for ALSA
